timestamp,price,predicted_price,price_change_pct,signal,signal_type,confidence,portfolio_value,balance,btc_holdings,executed,total_cost,fee,slippage,effective_price,reason_not_executed
2025-03-17 18:00:00,84496.58,74550.45502727588,-11.771038511528067,SELL,regular,0.6,100000.0,100000.0,0.0,False,0.0,0.0,0.0,84496.58,
2025-03-17 21:00:00,84077.8,76937.96041474804,-8.491943872522784,SELL,regular,0.6,100000.0,100000.0,0.0,False,0.0,0.0,0.0,84077.8,
2025-03-18 00:00:00,83790.24,77202.60033676572,-7.8620608596350605,SELL,regular,0.6,100000.0,100000.0,0.0,False,0.0,0.0,0.0,83790.24,
2025-03-18 03:00:00,83147.6,77580.7188744259,-6.695179566907646,SELL,regular,0.6,100000.0,100000.0,0.0,False,0.0,0.0,0.0,83147.6,
2025-03-18 06:00:00,82450.01,78140.47933620457,-5.226840680547426,SELL,strong,0.9500000000000001,100000.0,100000.0,0.0,False,0.0,0.0,0.0,82450.01,
2025-03-18 09:00:00,82840.51,79196.42627440582,-4.3989151269037015,SELL,regular,0.8,100000.0,100000.0,0.0,False,0.0,0.0,0.0,82840.51,
2025-03-18 12:00:00,82404.66,79283.30126143216,-3.7878425061978778,SELL,regular,0.8,100000.0,100000.0,0.0,False,0.0,0.0,0.0,82404.66,
2025-03-18 15:00:00,81610.21,81832.01163894752,0.2717817279817179,HOLD,regular,0.0,100000.0,100000.0,0.0,False,0.0,0.0,0.0,81610.21,
2025-03-18 18:00:00,81889.38,82248.76495902654,0.438866381729268,BUY,regular,0.42334237554049176,99943.2890195208,71624.66091723155,0.3458156369273921,True,36.88794080759897,17.025203449661063,14.18766954138422,81946.70256599999,
2025-03-18 21:00:00,82062.98,83117.80831378074,1.2853887511527669,BUY,regular,0.6047113488435991,99952.96751344725,46429.486309930915,0.6522244403446759,True,32.75372698949082,15.117104764380379,12.597587303650316,82120.42408599998,
2025-03-19 00:00:00,83118.0,83398.78415060652,0.3378138918242932,BUY,regular,0.6966894237627375,100605.23486161168,28495.70099761492,0.8675561715151562,True,23.313920906010793,10.760271187389597,8.966892656157997,83176.1826,
2025-03-19 03:00:00,83037.17,83434.02806944202,0.4779282211111282,BUY,regular,0.6686188140740854,100513.71177862561,17788.95269519992,0.9962376979300438,True,13.918772793139498,6.4240489814489985,5.3533741512074995,83095.29601899999,
2025-03-19 06:00:00,83200.0,82896.3309607247,-0.3649868260520354,HOLD,regular,0.0,100675.92916297956,17788.95269519992,0.9962376979300438,False,0.0,0.0,0.0,83200.0,
2025-03-19 09:00:00,83527.37,83110.80228689457,-0.49872001609224065,BUY,regular,0.44793326053306237,100991.65135359165,12577.234764963941,1.0585083259370875,True,6.775233309306774,3.1270307581415877,2.60585896511799,83585.839159,
2025-03-19 12:00:00,83748.75,82987.86406967131,-0.9085340740353596,SELL,regular,0.6962246205369963,101157.53215818745,46734.66729644301,0.6498349511096516,True,44.493649590103,20.535530580047535,17.112942150039615,83690.12587500001,
2025-03-19 15:00:00,84733.05,82981.19025973545,-2.067504639883202,SELL,strong,0.8127288491686359,101753.11470264138,68715.61626016839,0.38990097066579094,True,28.63249865014327,13.214999376989201,11.012499480824335,84673.73686500001,
2025-03-19 18:00:00,85612.25,83319.04939845891,-2.678589339190464,SELL,strong,0.8214990525368079,102069.21139655005,82041.03177102063,0.23394058239947454,True,17.35775567545883,8.011271850211767,6.676059875176473,85552.321425,
2025-03-19 21:00:00,85635.99,85228.54527207979,-0.47578679001692403,HOLD,regular,0.0,102074.76514597621,82041.03177102063,0.23394058239947454,False,0.0,0.0,0.0,85635.99,
2025-03-20 00:00:00,86017.68,85306.80054480393,-0.8264341181906557,SELL,regular,0.7378929388161104,102147.95950594757,90074.1438124366,0.14036434943968473,True,10.463973601042849,4.829526277404391,4.024605231170327,85957.467624,
2025-03-20 03:00:00,85891.02,85541.51787326958,-0.4069134663093133,SELL,regular,0.4231188024930313,102123.34109616159,93487.2345941302,0.10054725746686184,True,4.445909835873442,2.051958385787742,1.7099653214897854,85830.89628600002,
2025-03-20 06:00:00,85759.28,85498.3604053258,-0.30424648466521237,SELL,regular,0.5610375774588223,102104.31097382646,96373.4638857108,0.06682480412750286,True,3.759617313682128,1.7352079909302127,1.4460066591085108,85699.248504,
2025-03-20 09:00:00,85877.28,85051.05398164502,-0.9621008238208997,SELL,strong,0.8496365115837524,102107.60531478151,98664.36586577988,0.04009488247650171,True,2.9841408558014133,1.3772957796006524,1.1477464830005437,85817.16590400001,
2025-03-20 12:00:00,85356.07,85169.36852846341,-0.218732506705844,HOLD,regular,0.0,102086.70746108593,98664.36586577988,0.04009488247650171,False,0.0,0.0,0.0,85356.07,
2025-03-20 15:00:00,84691.76,85498.00168663936,0.951971817139426,BUY,regular,0.75,101981.19575041086,59198.619519467924,0.5051563012853073,True,51.305470250205545,23.67944780778717,19.73287317315598,84751.04423199999,
2025-03-20 18:00:00,84060.53,85625.42628452263,1.8616302853701188,BUY,regular,0.6044569593775606,101620.71814575992,38380.16049675192,0.7523216621285638,True,27.0639967295308,12.491075413629599,10.409229511358001,84119.37237099999,
2025-03-20 21:00:00,84350.0,85696.31109406003,1.5961008821102913,BUY,regular,0.6,101811.64537807202,24947.10432288875,0.911257155366725,True,17.462973026022123,8.059833704317903,6.716528086931587,84409.045,
2025-03-21 00:00:00,84507.07,85664.97462152594,1.370186685594388,BUY,regular,0.6,101937.32578196967,16215.617809877689,1.0143732112838841,True,11.35093246691438,5.238891907806636,4.365743256505531,84566.224949,
2025-03-21 03:00:00,84451.96,84565.60850835897,0.1345717830100865,HOLD,regular,0.0,101881.42367429583,16215.617809877689,1.0143732112838841,False,0.0,0.0,0.0,84451.96,
2025-03-21 06:00:00,84200.0,84318.71607080958,0.14099295820614752,HOLD,regular,0.0,101625.84219998073,16215.617809877689,1.0143732112838841,False,0.0,0.0,0.0,84200.0,
2025-03-21 09:00:00,84137.99,84168.06516471705,0.03574504776860016,HOLD,regular,0.0,101562.94091714903,16215.617809877689,1.0143732112838841,False,0.0,0.0,0.0,84137.99,
2025-03-21 12:00:00,83467.98,84251.2494066477,0.9384070474063203,BUY,regular,0.7783351886425075,100870.33730200269,9729.370685926613,1.091927306927472,True,8.432121261136398,3.891748274370645,3.243123561975538,83526.40758599999,
2025-03-21 15:00:00,83565.48,84239.1044196458,0.8061036921535055,BUY,regular,0.5439740351350781,100970.40295606399,6528.502463430121,1.130154466804162,True,4.16112868924544,1.9205209334978952,1.600434111248246,83623.97583599998,
2025-03-21 18:00:00,84101.66,84240.50964434988,0.16509738850561737,HOLD,regular,0.0,101576.36917807505,6528.502463430121,1.130154466804162,False,0.0,0.0,0.0,84101.66,
2025-03-21 21:00:00,84394.0,83888.72558118016,-0.5987089352558728,HOLD,regular,0.0,101906.75853490058,6528.502463430121,1.130154466804162,False,0.0,0.0,0.0,84394.0,
2025-03-22 00:00:00,84206.24,83583.9380395801,-0.7390211941774233,SELL,regular,0.4926807961182822,101635.60435063276,35947.73687218598,0.7800831325380015,True,38.3216480274375,17.68691447420192,14.739095395168269,84147.29563200001,
2025-03-22 03:00:00,84256.74,83767.50142640463,-0.5806521515019121,HOLD,regular,0.0,101674.99854882593,35947.73687218598,0.7800831325380015,False,0.0,0.0,0.0,84256.74,
2025-03-22 06:00:00,84335.83,83802.58214800077,-0.6322909871157124,SELL,regular,0.4603073247438071,101697.53572956855,55488.37438287547,0.5479184985396253,True,25.453736236369064,11.747878262939567,9.78989855244964,84276.794919,
2025-03-22 09:00:00,84360.01,83695.85767587714,-0.7872833634358944,SELL,regular,0.5248555756239296,101681.03372914749,70333.95857103314,0.3715869066174168,True,19.337935315235455,8.925200914724055,7.437667428936714,84300.957993,
