timestamp,price,next_price,predicted_price,price_change_pct,signal,portfolio_value,balance,btc_holdings
2025-03-15 13:00:00,84460.0,84460.0,84460.0,0,HOLD,10000.0,10000.0,0.0
2025-03-16 06:00:00,84228.0,84228.0,84228.0,0,HOLD,10000.0,10000.0,0.0
2025-03-16 23:00:00,82574.53,82574.53,82574.53,0,HOLD,10000.0,10000.0,0.0
2025-03-17 16:00:00,83448.86,83448.86,83448.86,0,HOLD,10000.0,10000.0,0.0
2025-03-18 09:00:00,82840.51,82840.51,82840.51,0,HOLD,10000.0,10000.0,0.0
2025-03-19 02:00:00,82868.91,82868.91,82868.91,0,HOLD,10000.0,10000.0,0.0
2025-03-19 19:00:00,85433.38,85433.38,85433.38,0,HOLD,10000.0,10000.0,0.0
2025-03-20 12:00:00,85356.07,85356.07,85356.07,0,HOLD,10000.0,10000.0,0.0
2025-03-21 05:00:00,84469.66,84469.66,84469.66,0,HOLD,10000.0,10000.0,0.0
2025-03-21 22:00:00,84185.39,84185.39,84185.39,0,HOLD,10000.0,10000.0,0.0
2025-03-22 15:00:00,84109.09,84109.09,84109.09,0,HOLD,10000.0,10000.0,0.0
2025-03-23 08:00:00,84347.12,84347.12,84347.12,0,HOLD,10000.0,10000.0,0.0
2025-03-24 01:00:00,85563.04,85563.04,85563.04,0,HOLD,10000.0,10000.0,0.0
2025-03-24 18:00:00,88464.38,88464.38,88464.38,0,SELL,10000.0,10000.0,0.0
2025-03-25 11:00:00,87370.43,87370.43,87370.43,0,HOLD,10000.0,10000.0,0.0
2025-03-26 04:00:00,87326.78,87326.78,87326.78,0,HOLD,10000.0,10000.0,0.0
2025-03-26 21:00:00,87109.65,87109.65,87109.65,0,HOLD,10000.0,10000.0,0.0
2025-03-27 14:00:00,87297.33,87297.33,87297.33,0,HOLD,10000.0,10000.0,0.0
2025-03-28 07:00:00,85212.99,85212.99,85212.99,0,BUY,10000.0,8000.0,0.02347059996369098
2025-03-29 00:00:00,84396.89,84396.89,84396.89,0,HOLD,9980.845643369632,8000.0,0.02347059996369098
2025-03-29 17:00:00,82332.63,82332.63,82332.63,0,HOLD,9932.396222688583,8000.0,0.02347059996369098
2025-03-30 10:00:00,83120.87,83120.87,83120.87,0,HOLD,9950.896688403962,8000.0,0.02347059996369098
2025-03-31 03:00:00,81530.0,81530.0,81530.0,0,HOLD,9913.558015039725,8000.0,0.02347059996369098
2025-03-31 20:00:00,82431.32,82431.32,82431.32,0,HOLD,9934.712536199,8000.0,0.02347059996369098
2025-04-01 13:00:00,83618.23,83618.23,83618.23,0,HOLD,9962.570026001904,8000.0,0.02347059996369098
2025-04-02 06:00:00,84125.99,84125.99,84125.99,0,HOLD,9974.487457839468,8000.0,0.02347059996369098
2025-04-02 23:00:00,82516.29,82516.29,82516.29,0,HOLD,9936.706833077915,8000.0,0.02347059996369098
2025-04-03 16:00:00,81830.56,81830.56,81830.56,0,HOLD,9920.612338564813,8000.0,0.02347059996369098
2025-04-04 09:00:00,84571.38,84571.38,84571.38,0,HOLD,9984.941028357296,8000.0,0.02347059996369098
2025-04-05 02:00:00,83976.61,83976.61,83976.61,0,HOLD,9970.981419616892,8000.0,0.02347059996369098
2025-04-05 19:00:00,82860.0,82860.0,82860.0,0,HOLD,9944.773912991435,8000.0,0.02347059996369098
2025-04-06 12:00:00,82697.99,82697.99,82697.99,0,HOLD,9940.971441091317,8000.0,0.02347059996369098
2025-04-07 05:00:00,76942.82,76942.82,76942.82,0,BUY,9805.894148298281,6400.0,0.04426526280552599
2025-04-07 22:00:00,79956.47,79956.47,79956.47,0,HOLD,9939.294157552155,6400.0,0.04426526280552599
2025-04-08 15:00:00,78497.99,78497.99,78497.99,0,HOLD,9874.73415705555,6400.0,0.04426526280552599
2025-04-09 08:00:00,77304.35,77304.35,77304.35,0,HOLD,9821.897368760363,6400.0,0.04426526280552599
2025-04-10 01:00:00,82249.29,82249.29,82249.29,0,HOLD,10040.78643741792,6400.0,0.04426526280552599
2025-04-10 18:00:00,79502.07,79502.07,79502.07,0,HOLD,9919.180022133325,6400.0,0.04426526280552599
2025-04-11 11:00:00,82129.67,82129.67,82129.67,0,HOLD,10035.491426681125,6400.0,0.04426526280552599
2025-04-12 04:00:00,83208.04,83208.04,83208.04,0,HOLD,10083.22575813272,6400.0,0.04426526280552599
2025-04-12 21:00:00,85367.93,85367.93,85367.93,0,HOLD,10178.833856613746,6400.0,0.04426526280552599
2025-04-13 14:00:00,84093.22,84093.22,84093.22,0,HOLD,10122.408483462914,6400.0,0.04426526280552599
2025-04-14 07:00:00,84580.76,84580.76,84580.76,0,HOLD,10143.98956969112,6400.0,0.04426526280552599
2025-04-15 00:00:00,84930.7,84930.7,84930.7,0,HOLD,10159.479755757286,6400.0,0.04426526280552599
2025-04-15 17:00:00,84483.23,84483.23,84483.23,0,HOLD,10139.672378609697,6400.0,0.04426526280552599
2025-04-16 10:00:00,83937.02,83937.02,83937.02,0,HOLD,10115.494249412692,6400.0,0.04426526280552599
2025-04-17 03:00:00,83994.23,83994.23,83994.23,0,HOLD,10118.026665097796,6400.0,0.04426526280552599
2025-04-17 20:00:00,85140.0,85140.0,85140.0,0,HOLD,10168.744475262483,6400.0,0.04426526280552599
2025-04-18 13:00:00,84570.61,84570.61,84570.61,0,HOLD,10143.540277273645,6400.0,0.04426526280552599
2025-04-19 06:00:00,84921.98,84921.98,84921.98,0,HOLD,10159.093762665621,6400.0,0.04426526280552599
2025-04-19 23:00:00,85077.01,85077.01,85077.01,0,HOLD,10165.956206358362,6400.0,0.04426526280552599
2025-04-20 16:00:00,84604.11,84604.11,84604.11,0,HOLD,10145.023163577629,6400.0,0.04426526280552599
2025-04-21 09:00:00,87516.05,87516.05,87516.05,0,SELL,10273.920952951554,7174.784190590311,0.035412210244420796
2025-04-22 02:00:00,88169.21,88169.21,88169.21,0,HOLD,10297.0507921948,7174.784190590311,0.035412210244420796
2025-04-22 19:00:00,91414.79,91414.79,91414.79,0,SELL,10411.983953519886,7822.224143176226,0.028329768195536637
2025-04-23 12:00:00,93731.4,93731.4,93731.4,0,HOLD,10477.612977819348,7822.224143176226,0.028329768195536637
2025-04-24 05:00:00,92576.61,92576.61,92576.61,0,HOLD,10444.898044804824,7822.224143176226,0.028329768195536637
2025-04-24 22:00:00,93427.98,93427.98,93427.98,0,HOLD,10469.01715955346,7822.224143176226,0.028329768195536637
2025-04-25 15:00:00,95061.22,95061.22,95061.22,0,HOLD,10515.286470161136,7822.224143176226,0.028329768195536637
2025-04-26 08:00:00,94318.04,94318.04,94318.04,0,HOLD,10494.232353033578,7822.224143176226,0.028329768195536637
2025-04-27 01:00:00,94117.6,94117.6,94117.6,0,HOLD,10488.553934296466,7822.224143176226,0.028329768195536637
2025-04-27 18:00:00,94287.29,94287.29,94287.29,0,HOLD,10493.361212661566,7822.224143176226,0.028329768195536637
2025-04-28 11:00:00,95319.99,95319.99,95319.99,0,HOLD,10522.617364277095,7822.224143176226,0.028329768195536637
2025-04-29 04:00:00,94353.32,94353.32,94353.32,0,HOLD,10495.231827255517,7822.224143176226,0.028329768195536637
2025-04-29 21:00:00,94735.66,94735.66,94735.66,0,HOLD,10506.063430827398,7822.224143176226,0.028329768195536637
2025-04-30 14:00:00,93705.04,93705.04,93705.04,0,HOLD,10476.866205129714,7822.224143176226,0.028329768195536637
2025-05-01 07:00:00,95025.84,95025.84,95025.84,0,HOLD,10514.28416296238,7822.224143176226,0.028329768195536637
2025-05-02 00:00:00,97042.97,97042.97,97042.97,0,HOLD,10571.428988282642,7822.224143176226,0.028329768195536637
2025-05-02 17:00:00,97402.55,97402.55,97402.55,0,HOLD,10581.615806330392,7822.224143176226,0.028329768195536637
2025-05-03 10:00:00,95896.5,95896.5,95896.5,0,HOLD,10538.949758939505,7822.224143176226,0.028329768195536637
2025-05-04 03:00:00,95722.23,95722.23,95722.23,0,HOLD,10534.012730236069,7822.224143176226,0.028329768195536637
2025-05-04 20:00:00,95719.99,95719.99,95719.99,0,HOLD,10533.949271555311,7822.224143176226,0.028329768195536637
2025-05-05 13:00:00,94226.38,94226.38,94226.38,0,HOLD,10491.635646480776,7822.224143176226,0.028329768195536637
2025-05-06 06:00:00,94498.11,94498.11,94498.11,0,HOLD,10499.33369439255,7822.224143176226,0.028329768195536637
2025-05-06 23:00:00,96834.02,96834.02,96834.02,0,SELL,10565.509483218186,8370.881211184618,0.02266381455642931
2025-05-07 16:00:00,96857.15,96857.15,96857.15,0,HOLD,10566.033697248875,8370.881211184618,0.02266381455642931
2025-05-08 09:00:00,99790.97,99790.97,99790.97,0,SELL,10632.52524967082,8823.210018881859,0.018131051645143448
2025-05-09 02:00:00,102595.5,102595.5,102595.5,0,SELL,10683.374327941174,9195.242880693722,0.014504841316114759
2025-05-09 19:00:00,103189.17,103189.17,103189.17,0,HOLD,10691.985417085312,9195.242880693722,0.014504841316114759
2025-05-10 12:00:00,103695.98,103695.98,103695.98,0,HOLD,10699.336615712731,9195.242880693722,0.014504841316114759
2025-05-11 05:00:00,103840.0,103840.0,103840.0,0,HOLD,10701.42560295908,9195.242880693722,0.014504841316114759
2025-05-11 22:00:00,103793.67,103793.67,103793.67,0,HOLD,10700.753593660904,9195.242880693722,0.014504841316114759
2025-05-12 15:00:00,102527.26,102527.26,102527.26,0,HOLD,10682.384517569762,9195.242880693722,0.014504841316114759
2025-05-13 08:00:00,102722.0,102722.0,102722.0,0,HOLD,10685.209190367663,9195.242880693722,0.014504841316114759
2025-05-14 01:00:00,103734.82,103734.82,103734.82,0,HOLD,10699.89998374945,9195.242880693722,0.014504841316114759
2025-05-14 18:00:00,103523.81,103523.81,103523.81,0,HOLD,10696.839317183336,9195.242880693722,0.014504841316114759
2025-05-15 11:00:00,102371.61,102371.61,102371.61,0,HOLD,10680.126839018909,9195.242880693722,0.014504841316114759
