timestamp,price,predicted_price,price_change_pct,signal,signal_type,confidence,portfolio_value,balance,btc_holdings,executed,total_cost,fee,slippage,effective_price,reason_not_executed,portfolio_change,btc_ratio,cash_ratio,position_size_used,blocked_by_position_management
2025-03-21 09:00:00,84137.99,84155.65925356548,0.021000327634963584,HOLD,regular,0.0,100000.0,100000.0,0.0,False,0.0,0.0,0.0,84137.99,,0.0,0.0,1.0,0.0,False
2025-03-21 12:00:00,83467.98,83957.80121422332,0.5868372688824196,BUY,regular,0.541224845921613,99958.78497644268,87489.05874134427,0.1493953278262923,True,16.24310759637716,7.496818890635612,6.247349075529677,83526.40758599999,,-41.21502355732082,0.12474867754782287,0.8752513224521771,0.12494698151059354,False
2025-03-21 15:00:00,83565.48,84008.1251360423,0.5296985502175168,HOLD,regular,0.0,99973.35102090574,87489.05874134427,0.1493953278262923,False,0.0,0.0,0.0,83565.48,,0.0,0.12487620102832046,0.8751237989716796,0.0,False
2025-03-21 18:00:00,84101.66,85233.63443345687,1.3459596795792945,BUY,regular,0.6,100018.09509556777,76755.81796448825,0.276597122233729,True,13.93509738331452,6.4315834076836245,5.359652839736355,84160.531162,,-35.35871221187699,0.23258068561346126,0.7674193143865388,0.10713578863620629,False
2025-03-21 21:00:00,84394.0,85259.07655310717,1.0250450898253034,BUY,regular,0.8,100065.46433125155,66589.47600392668,0.3966631315890332,True,13.199085737271574,6.0918857248945715,5.076571437412143,84453.07579999999,,-33.49116703002073,0.3345408783244905,0.6654591216755095,0.10143105714023748,False
2025-03-22 00:00:00,84206.24,87408.87150685534,3.8033185033025316,BUY,regular,0.8,99965.31503638727,58796.71816168504,0.4889019729975146,True,10.117432532621725,4.669584245825411,3.8913202048545097,84265.184368,,-25.6718252771243,0.4118288114204102,0.5881711885795898,0.07783341933084581,False
2025-03-22 03:00:00,84256.74,87363.34779317431,3.6870733346368554,BUY,regular,0.7033866666666678,99971.80839699032,53273.21162260114,0.5542416757922177,True,7.171235894146682,3.309801181913853,2.758167651594878,84315.719718,,-18.196189033333212,0.4671176556989747,0.5328823443010254,0.0551688673885791,False
2025-03-22 06:00:00,84335.83,87345.39638555738,3.568550147140759,BUY,regular,0.6,99999.14778617019,48265.92843722558,0.6134192234658106,True,6.50101681912337,3.0004693011338626,2.500391084278219,84394.865081,,-16.49558495855308,0.5173366023035176,0.4826633976964824,0.05,False
2025-03-22 09:00:00,84360.01,87171.99816731276,3.3333189117838744,BUY,regular,0.7025133333333263,99997.48495233155,43258.7285153588,0.6725788254052217,True,6.500908717094583,3.0004194078898077,2.50034950657484,84419.06200699999,,-16.49531066203781,0.5674018347963443,0.43259816520365574,0.05,False
2025-03-22 12:00:00,84232.39,87012.47769339256,3.30049722368386,BUY,regular,0.6,99895.17200923359,38256.65173594836,0.731767438550482,True,6.494257278771167,2.997349513279,2.4977912610658337,84291.35267299999,,-16.478433399752248,0.6170320250070526,0.38296797499294755,0.05,False
2025-03-22 15:00:00,84109.09,86968.5659150295,3.399722806452311,BUY,regular,0.41499425715948296,99788.4842495806,33259.917160314886,0.7909795135016406,True,6.487321430463919,2.994148352521809,2.4951236271015076,84167.96636299998,,-16.46083447971614,0.6666958375965644,0.33330416240343563,0.05,False
2025-03-22 18:00:00,84239.14,86905.3940553113,3.1651012288483793,HOLD,regular,0.0,99891.35113531149,33259.917160314886,0.7909795135016406,False,0.0,0.0,0.0,84239.14,,0.0,0.6670390701266875,0.33296092987331255,0.0,False
