timestamp,price,predicted_price,price_change_pct,signal,signal_type,confidence,portfolio_value,balance,btc_holdings,executed,total_cost,fee,slippage,effective_price,reason_not_executed
2025-03-17 17:00:00,84197.46,73871.79636052677,-12.263628427120288,SELL,regular,0.6,100000.0,100000.0,0.0,False,0.0,0.0,0.0,84197.46,
2025-03-17 20:00:00,83954.36,74742.95697913528,-10.971917385666112,SELL,regular,0.6,100000.0,100000.0,0.0,False,0.0,0.0,0.0,83954.36,
2025-03-17 23:00:00,84010.03,74747.19860143628,-11.025863695755996,SELL,regular,0.6,100000.0,100000.0,0.0,False,0.0,0.0,0.0,84010.03,
2025-03-18 02:00:00,83367.64,77768.0053897806,-6.716796361537154,SELL,regular,0.6,100000.0,100000.0,0.0,False,0.0,0.0,0.0,83367.64,
2025-03-18 05:00:00,83010.87,78108.0889526295,-5.906191619688468,SELL,regular,0.8,100000.0,100000.0,0.0,False,0.0,0.0,0.0,83010.87,
2025-03-18 08:00:00,83281.29,78886.6442468514,-5.27687041488982,SELL,regular,0.8,100000.0,100000.0,0.0,False,0.0,0.0,0.0,83281.29,
2025-03-18 11:00:00,82581.1,78684.05770103904,-4.719048667262806,SELL,regular,0.8,100000.0,100000.0,0.0,False,0.0,0.0,0.0,82581.1,
2025-03-18 14:00:00,81854.71,81297.26763930546,-0.6810143981874095,SELL,strong,0.8040095987916064,100000.0,100000.0,0.0,False,0.0,0.0,0.0,81854.71,
2025-03-18 17:00:00,81466.7,81177.97805292033,-0.3544048636800925,HOLD,regular,0.0,100000.0,100000.0,0.0,False,0.0,0.0,0.0,81466.7,
2025-03-18 20:00:00,82050.0,83706.25033187187,2.018586632384968,BUY,regular,0.6026886978008927,99929.84745444682,64899.17383246652,0.4269430057523498,True,45.63107401779352,21.060495700520086,17.550413083766742,82107.435,
2025-03-18 23:00:00,82715.03,83987.05578020473,1.5378411640601801,BUY,regular,0.8,100161.894340611,38939.504299479915,0.7401604042352532,True,33.74757039288259,15.575801719791963,12.979834766493305,82772.93052099999,
2025-03-19 02:00:00,82868.91,84091.20242000092,1.4749710355800683,BUY,strong,0.95,100244.66041104395,23363.702579687946,0.9277418736575153,True,20.248542235729555,9.34548103187518,7.787900859895983,82926.91823699999,
2025-03-19 05:00:00,83241.99,84985.53103093362,2.0945451099062082,BUY,strong,0.95,100572.10446172563,14018.221547812767,1.0397863255541206,True,12.149125341437733,5.607288619125107,4.67274051593759,83300.259393,
2025-03-19 08:00:00,83413.01,84677.30629283386,1.5157063542412241,BUY,strong,0.95,100738.7219865964,8410.93292868766,1.106875163213853,True,7.289475204862639,3.364373171475064,2.8036443095625536,83471.39910699999,
2025-03-19 11:00:00,83881.4,84555.97660249165,0.8042028417404241,BUY,strong,1.0,101250.44720477886,5046.559757212595,1.14690369316161,True,4.373685122917584,2.0186239028850386,1.6821865857375322,83940.11697999999,
