timestamp,price,predicted_price,price_change_pct,signal,signal_type,confidence,portfolio_value,balance,btc_holdings,executed,total_cost,fee,slippage,effective_price,reason_not_executed,portfolio_change,btc_ratio,cash_ratio,position_size_used,blocked_by_position_management
2025-03-21 11:00:00,84046.52,85844.03481038811,2.1387141435339707,BUY,regular,0.6,99961.25342011139,86784.44,0.15678000017265903,True,15.559999999999999,7.919999999999998,5.0,84095.1651070303,,-38.74657988861145,0.13181920963648425,0.8681807903635158,0.132,False
2025-03-21 14:00:00,84240.33,86192.54208089167,2.317431663541283,BUY,regular,0.75,99955.00367935194,74742.69222053298,0.2992902741337665,True,14.621700862883309,7.216275647162481,5.0,84292.19903836258,,-36.63527259291732,0.25223661178281914,0.7477633882171808,0.12028131756480431,False
2025-03-21 17:00:00,84024.11,86010.27051503325,2.3637983372073172,BUY,regular,0.6,99860.53452958699,66524.8333407861,0.39673971183748197,True,11.565035075736908,4.923776306802681,5.0,84092.1097411623,,-29.756606691735215,0.3338225791183211,0.666177420881679,0.08215306764373546,False
2025-03-21 20:00:00,84216.2,86479.25222935661,2.68719347270076,BUY,regular,0.6,99909.9231986955,59938.48058702128,0.47462890289129894,True,10.260873504208494,3.9456551281563694,5.0,84297.0753441231,,-26.821062138362322,0.40007480070003804,0.5999251992999619,0.06580254268737318,False
2025-03-21 23:00:00,84088.79,86147.61683511976,2.448396314324136,BUY,regular,0.6,99824.96827962954,54651.502974656396,0.5372115035187585,True,9.222204326430765,3.1666532448230735,5.0,84185.27115986201,,-24.482450548559427,0.45252671834999536,0.5474732816500046,0.05285713010380466,False
2025-03-22 02:00:00,84188.96,86316.45395844334,2.527046252196642,BUY,regular,0.7099000000000039,99854.80965498442,49648.56878562931,0.5963518360287988,True,8.99515123023748,2.9963634226781104,5.0,84290.0889290792,,-23.97110095259268,0.5027924147352173,0.49720758526478265,0.05,False
2025-03-22 05:00:00,84323.3,86197.32043042072,2.222423019996507,BUY,regular,0.6714000000000039,99910.94740178435,44642.82521065506,0.6554312057418209,True,8.99739694242546,2.9980477068190954,5.0,84424.54287033489,,-23.97615885217965,0.5531738375863128,0.4468261624136873,0.05,False
2025-03-22 08:00:00,84222.01,86162.07727686726,2.3035157637145764,BUY,regular,0.688813333333334,99820.59075706004,39641.60348955632,0.714528034506701,True,8.99378235099819,2.995336763248643,5.0,84323.20753153792,,-23.968017894716468,0.6028714798329062,0.39712852016709366,0.05,False
2025-03-22 11:00:00,84239.25,86011.93187541183,2.1043419491648234,BUY,regular,0.44254356510351095,99808.94225198899,34640.96471216876,0.7736058611611598,True,8.993316368814996,2.9949872766112478,5.0,84340.47809160355,,-23.966968385939253,0.6529272434857566,0.34707275651424346,0.05,False
2025-03-22 14:00:00,84007.23,85563.83007122223,1.8529358380489758,BUY,regular,0.40430941243471646,99605.5015813687,29650.50702315584,0.8327258803583082,True,8.985178008803295,2.988883506602471,5.0,84108.35112237523,,-23.948638713671244,0.7023205892002456,0.29767941079975435,0.05,False
