timestamp,price,predicted_price,price_change_pct,signal,signal_type,confidence,portfolio_value,balance,btc_holdings,executed,total_cost,fee,slippage,effective_price,reason_not_executed,portfolio_change,open_positions,stop_loss_price,take_profit_price
2025-03-23 11:00:00,84679.99,81905.01755686794,-3.277010829987184,SELL,regular,0.6,100000.0,100000.0,0.0,False,0.0,0.0,0.0,84679.99,,0.0,0,,
2025-03-24 04:00:00,86841.83,87709.53448105007,0.9991780240582983,BUY,regular,0.5782191531678421,99963.09305745996,86311.6720864551,0.15719867915041472,True,15.040616027269397,8.20397237851058,4.10198618925529,86885.250915,,-36.90694254003756,1,85147.5458967,90360.6609516
2025-03-24 21:00:00,88100.01,87903.29528198525,-0.22328569317386454,HOLD,regular,0.0,100160.87729159342,86311.6720864551,0.15719867915041472,False,0.0,0.0,0.0,88100.01,,0.0,1,,
2025-03-25 14:00:00,88022.4,88626.40709358617,0.6861970289223802,HOLD,regular,0.0,100148.67710210457,86311.6720864551,0.15719867915041472,False,0.0,0.0,0.0,88022.4,,0.0,1,,
2025-03-26 07:00:00,88140.45,89046.79185711585,1.0282927499415473,BUY,strong,0.8600137727120519,100091.00318629612,80094.02049076196,0.22687633992717487,True,22.03191441142268,12.017407860776006,6.008703930388003,88184.52022499999,,-76.23121988216008,1,86420.82982049999,91711.901034
2025-03-27 00:00:00,87285.29,88990.96703499518,1.9541403081724127,BUY,regular,0.75,99853.17079224606,63842.90341671605,0.41255826010923496,True,17.856586536260615,9.73995629250579,4.869978146252895,87328.932645,,-43.81682319793617,2,85582.35399209999,90822.0899508
2025-03-27 17:00:00,86913.05,89284.51038868313,2.7285435141018892,HOLD,max_positions_reached,0.0,99699.60010550299,63842.90341671605,0.41255826010923496,False,0.0,0.0,0.0,86913.05,,0.0,2,,
2025-03-28 10:00:00,84941.49,88110.19402306093,3.730454955594642,HOLD,max_positions_reached,0.0,99284.0441029965,99284.0441029965,0.0,False,0.0,0.0,0.0,84941.49,,397.82736079447204,0,,
2025-03-29 03:00:00,84166.3,88547.00973017287,5.204826314300218,BUY,regular,0.75,99240.4961291218,83132.63991337616,0.19138130363037997,True,17.747022883410622,9.680194300042158,4.840097150021079,84208.38315,,-43.547973874694435,1,82524.215487,87576.718476
2025-03-29 20:00:00,82511.17,85660.82605439215,3.8172480821592414,BUY,regular,0.75,98857.58216082222,82811.87721784273,0.19446706358641488,True,17.67854697667041,9.642843805456588,4.821421902728294,82552.42558499999,,-66.15303122183832,1,80901.37707329998,85854.52260839999
2025-03-30 13:00:00,82678.42,85906.81268589322,3.9047585644394567,BUY,strong,0.9,98836.72193405719,63012.100038910336,0.43330075605154106,True,21.755823490985552,11.866812813264845,5.933406406632423,82719.75920999999,,-53.38484314986272,2,81065.3640258,86028.5495784
2025-03-31 06:00:00,82052.83,85806.28648406954,4.574438790312946,HOLD,max_positions_reached,0.0,98565.6533140789,63012.100038910336,0.43330075605154106,False,0.0,0.0,0.0,82052.83,,0.0,2,,
2025-03-31 23:00:00,82550.01,85914.38433273416,4.075558964480035,HOLD,max_positions_reached,0.0,98755.39657110264,79039.67286976955,0.23883369246512617,False,0.0,0.0,0.0,82550.01,,-25.68521286996838,1,,
2025-04-01 16:00:00,85119.99,86838.35024898741,2.0187505296786368,BUY,strong,0.95,99283.04123530426,79447.4796529401,0.2330305910793006,True,21.854066772921083,11.920400057956954,5.960200028978477,85162.549995,,-86.15314875991317,1,83459.29899509999,88569.0519948
2025-04-02 09:00:00,85019.62,87483.66934329909,2.8982126046894723,BUY,strong,0.8872329460640502,99206.06761642951,59573.71213853451,0.46615540598623006,True,21.837123430073074,11.911158234585313,5.955579117292657,85062.12980999998,,-53.58433844811225,2,83360.88721379999,88464.61500239998
2025-04-03 02:00:00,83768.01,88153.9033467398,5.235761655003865,HOLD,max_positions_reached,0.0,98393.56201873635,98393.56201873635,0.0,False,0.0,0.0,0.0,83768.01,,-229.06083000672515,0,,
2025-04-03 19:00:00,82008.7,86321.93810337258,5.259488448631162,BUY,regular,0.6,98356.38026686493,84603.31072756238,0.1677025674020263,True,15.152608550885397,8.265059209573852,4.132529604786926,82049.70434999999,,-37.18175187142333,1,80408.71026299999,85331.69252399998
2025-04-04 12:00:00,82879.99,87044.96159938966,5.025304177027112,BUY,strong,0.897010139809479,98449.32224050816,64881.14061067495,0.4050215453673825,True,21.670549524099663,11.820299740417997,5.910149870208999,82921.429995,,-53.175596308487,2,81263.0013951,86238.2871948
2025-04-05 05:00:00,83688.67,86949.46832425815,3.8963438231939334,HOLD,max_positions_reached,0.0,98776.85506381585,64881.14061067495,0.4050215453673825,False,0.0,0.0,0.0,83688.67,,0.0,2,,
2025-04-05 22:00:00,83188.41,86953.84160527485,4.526389680094676,HOLD,max_positions_reached,0.0,98551.91752963421,78809.7290898712,0.2373189779653562,False,0.0,0.0,0.0,83188.41,,-22.32145589614811,1,,
2025-04-06 15:00:00,82548.36,86649.79535754913,4.96852433839888,BUY,regular,0.6603713565003038,98329.1002606052,83690.13603872665,0.1773380382345398,True,16.12865359334112,8.797447414549701,4.398723707274851,82589.63418,,-70.9212571822718,1,80937.8414964,85893.2195472
