timestamp,open,high,low,close,volume
2024-06-11 10:00:00,3514.8,3549.36,3506.03,3529.4,24251.3146
2024-06-11 11:00:00,3529.4,3541.69,3522.0,3529.56,11823.4874
2024-06-11 12:00:00,3529.56,3546.47,3524.22,3534.01,11303.1233
2024-06-11 13:00:00,3534.0,3545.82,3508.91,3521.24,15660.5149
2024-06-11 14:00:00,3521.23,3536.38,3512.12,3513.5,13276.3418
2024-06-11 15:00:00,3513.5,3530.0,3432.01,3447.75,61935.2039
2024-06-11 16:00:00,3447.75,3482.07,3443.66,3452.71,28530.9546
2024-06-11 17:00:00,3452.71,3479.98,3432.0,3471.99,17381.1105
2024-06-11 18:00:00,3471.98,3496.62,3465.71,3489.79,12755.9663
2024-06-11 19:00:00,3489.79,3502.44,3477.99,3497.21,13866.3181
2024-06-11 20:00:00,3497.21,3498.14,3483.7,3487.7,6784.7618
2024-06-11 21:00:00,3487.7,3503.03,3485.8,3501.86,4218.6423
2024-06-11 22:00:00,3501.86,3509.0,3497.18,3500.6,6583.617
2024-06-11 23:00:00,3500.61,3509.65,3492.99,3497.33,5821.1106
2024-06-12 00:00:00,3497.33,3505.59,3489.26,3492.99,5904.547
2024-06-12 01:00:00,3492.99,3495.77,3462.07,3482.67,10370.7214
2024-06-12 02:00:00,3482.66,3507.33,3476.38,3498.61,11712.2962
2024-06-12 03:00:00,3498.6,3513.78,3495.27,3509.99,8121.5746
2024-06-12 04:00:00,3509.99,3532.39,3509.06,3521.48,10218.7638
2024-06-12 05:00:00,3521.48,3521.99,3507.02,3508.56,7408.079
2024-06-12 06:00:00,3508.56,3521.5,3507.7,3516.0,5451.3397
2024-06-12 07:00:00,3515.99,3527.67,3514.44,3526.71,5960.007
2024-06-12 08:00:00,3526.7,3531.71,3519.81,3520.2,6557.5425
2024-06-12 09:00:00,3520.2,3542.6,3516.95,3538.86,9129.5565
2024-06-12 10:00:00,3538.85,3563.56,3536.86,3544.15,14820.8389
2024-06-12 11:00:00,3544.16,3549.43,3529.4,3531.72,7725.6011
2024-06-12 12:00:00,3531.73,3642.26,3531.4,3638.4,76240.3552
2024-06-12 13:00:00,3638.41,3659.01,3603.01,3615.07,41274.472
2024-06-12 14:00:00,3615.06,3642.05,3614.74,3635.27,17653.8843
2024-06-12 15:00:00,3635.26,3646.7,3610.76,3618.32,18554.022
2024-06-12 16:00:00,3618.32,3623.2,3588.0,3616.41,13290.1244
2024-06-12 17:00:00,3616.41,3625.7,3607.0,3623.2,7334.264
2024-06-12 18:00:00,3623.2,3623.98,3553.33,3567.15,52171.7793
2024-06-12 19:00:00,3567.15,3594.97,3513.32,3529.01,32117.5101
2024-06-12 20:00:00,3529.01,3562.38,3521.88,3556.05,11477.9055
